schema,table,column,position,data_type,max_length,precision,scale,nullable,default,comment,key_type,fk_table,fk_column
financial,bank_reconciliation_items,is_reconciled,7,boolean,,,,YES,false,,,,
financial,bank_reconciliation_items,reconciled_amount,8,numeric,,15,2,YES,,,,,
financial,bank_reconciliation_items,statement_reference,9,text,,,,YES,,,,,
financial,bank_reconciliation_items,statement_date,10,date,,,,YES,,,,,
financial,bank_reconciliation_items,notes,11,text,,,,YES,,,,,
financial,bank_reconciliation_items,created_at,12,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,bank_reconciliations,reconciliation_id,1,integer,,32,,NO,nextval('financial.bank_reconciliations_reconciliation_id_seq'::regclass),,PK,,
financial,bank_reconciliations,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,bank_reconciliations,bank_account_id,3,integer,,32,,NO,,,FK,org_bank_accounts,bank_account_id
financial,bank_reconciliations,reconciliation_date,4,date,,,,NO,,,,,
financial,bank_reconciliations,from_date,5,date,,,,NO,,,,,
financial,bank_reconciliations,to_date,6,date,,,,NO,,,,,
financial,bank_reconciliations,statement_balance,7,numeric,,15,2,NO,,,,,
financial,bank_reconciliations,statement_date,8,date,,,,NO,,,,,
financial,bank_reconciliations,book_balance,9,numeric,,15,2,NO,,,,,
financial,bank_reconciliations,uncleared_deposits,10,numeric,,15,2,YES,0,,,,
financial,bank_reconciliations,uncleared_payments,11,numeric,,15,2,YES,0,,,,
financial,bank_reconciliations,adjusted_book_balance,12,numeric,,15,2,YES,,,,,
financial,bank_reconciliations,difference,13,numeric,,15,2,YES,,,,,
financial,bank_reconciliations,reconciliation_status,14,text,,,,YES,'draft'::text,,,,
financial,bank_reconciliations,completed_by,15,integer,,32,,YES,,,FK,org_users,user_id
financial,bank_reconciliations,completed_at,16,timestamp with time zone,,,,YES,,,,,
financial,bank_reconciliations,approved_by,17,integer,,32,,YES,,,FK,org_users,user_id
financial,bank_reconciliations,approved_at,18,timestamp with time zone,,,,YES,,,,,
financial,bank_reconciliations,notes,19,text,,,,YES,,,,,
financial,bank_reconciliations,created_at,20,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,bank_reconciliations,updated_at,21,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,bank_reconciliations,created_by,22,integer,,32,,NO,,,FK,org_users,user_id
financial,cash_flow_forecast,forecast_id,1,integer,,32,,NO,nextval('financial.cash_flow_forecast_forecast_id_seq'::regclass),,PK,,
financial,cash_flow_forecast,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,cash_flow_forecast,forecast_date,3,date,,,,NO,,,,,
financial,cash_flow_forecast,forecast_type,4,text,,,,NO,,,,,
financial,cash_flow_forecast,opening_balance,5,numeric,,15,2,NO,,,,,
financial,cash_flow_forecast,customer_collections,6,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,other_income,7,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,total_inflows,8,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,supplier_payments,9,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,salary_payments,10,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,other_expenses,11,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,total_outflows,12,numeric,,15,2,YES,0,,,,
financial,cash_flow_forecast,projected_closing_balance,13,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,minimum_required_balance,14,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,surplus_deficit,15,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,actual_inflows,16,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,actual_outflows,17,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,actual_closing_balance,18,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,variance,19,numeric,,15,2,YES,,,,,
financial,cash_flow_forecast,forecast_status,20,text,,,,YES,'projected'::text,,,,
financial,cash_flow_forecast,notes,21,text,,,,YES,,,,,
financial,cash_flow_forecast,created_at,22,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,cash_flow_forecast,updated_at,23,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,cash_flow_forecast,created_by,24,integer,,32,,NO,,,FK,org_users,user_id
financial,chart_of_accounts,account_id,1,integer,,32,,NO,nextval('financial.chart_of_accounts_account_id_seq'::regclass),,PK,,
financial,chart_of_accounts,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,chart_of_accounts,parent_account_id,3,integer,,32,,YES,,,FK,chart_of_accounts,account_id
financial,chart_of_accounts,account_code,4,text,,,,NO,,,,,
financial,chart_of_accounts,account_name,5,text,,,,NO,,,,,
financial,chart_of_accounts,account_type,6,text,,,,NO,,,,,
financial,chart_of_accounts,account_subtype,7,text,,,,YES,,,,,
financial,chart_of_accounts,is_group,8,boolean,,,,YES,false,,,,
financial,chart_of_accounts,is_active,9,boolean,,,,YES,true,,,,
financial,chart_of_accounts,is_system_account,10,boolean,,,,YES,false,,,,
financial,chart_of_accounts,normal_balance,11,text,,,,NO,,,,,
financial,chart_of_accounts,current_balance,12,numeric,,15,2,YES,0,,,,
financial,chart_of_accounts,created_at,13,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,chart_of_accounts,updated_at,14,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,customer_outstanding,outstanding_id,1,integer,,32,,NO,nextval('financial.customer_outstanding_outstanding_id_seq'::regclass),,PK,,
financial,customer_outstanding,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,customer_outstanding,customer_id,3,integer,,32,,NO,,,FK,customers,customer_id
financial,customer_outstanding,document_type,4,text,,,,NO,,,,,
financial,customer_outstanding,document_id,5,integer,,32,,NO,,,,,
financial,customer_outstanding,document_number,6,text,,,,NO,,,,,
financial,customer_outstanding,document_date,7,date,,,,NO,,,,,
financial,customer_outstanding,original_amount,8,numeric,,15,2,NO,,,,,
financial,customer_outstanding,outstanding_amount,9,numeric,,15,2,NO,,,,,
financial,customer_outstanding,paid_amount,10,numeric,,15,2,YES,0,,,,
financial,customer_outstanding,due_date,11,date,,,,YES,,,,,
financial,customer_outstanding,days_overdue,12,integer,,32,,YES,0,,,,
financial,customer_outstanding,aging_bucket,13,text,,,,YES,'current'::text,,,,
financial,customer_outstanding,status,14,text,,,,YES,'open'::text,,,,
financial,customer_outstanding,promised_date,15,date,,,,YES,,,,,
financial,customer_outstanding,follow_up_date,16,date,,,,YES,,,,,
financial,customer_outstanding,collection_notes,17,text,,,,YES,,,,,
financial,customer_outstanding,write_off_amount,18,numeric,,15,2,YES,0,,,,
financial,customer_outstanding,write_off_date,19,date,,,,YES,,,,,
financial,customer_outstanding,write_off_reason,20,text,,,,YES,,,,,
financial,customer_outstanding,created_at,21,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,customer_outstanding,updated_at,22,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,expense_categories,category_id,1,integer,,32,,NO,nextval('financial.expense_categories_category_id_seq'::regclass),,PK,,
financial,expense_categories,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,expense_categories,parent_category_id,3,integer,,32,,YES,,,FK,expense_categories,category_id
financial,expense_categories,category_code,4,text,,,,NO,,,,,
financial,expense_categories,category_name,5,text,,,,NO,,,,,
financial,expense_categories,expense_account_id,6,integer,,32,,YES,,,FK,chart_of_accounts,account_id
financial,expense_categories,monthly_budget,7,numeric,,15,2,YES,,,,,
financial,expense_categories,quarterly_budget,8,numeric,,15,2,YES,,,,,
financial,expense_categories,annual_budget,9,numeric,,15,2,YES,,,,,
financial,expense_categories,requires_approval,10,boolean,,,,YES,false,,,,
financial,expense_categories,approval_limit,11,numeric,,15,2,YES,,,,,
financial,expense_categories,is_active,12,boolean,,,,YES,true,,,,
financial,expense_categories,created_at,13,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,expense_claim_items,claim_item_id,1,integer,,32,,NO,nextval('financial.expense_claim_items_claim_item_id_seq'::regclass),,PK,,
financial,expense_claim_items,claim_id,2,integer,,32,,NO,,,FK,expense_claims,claim_id
financial,expense_claim_items,expense_date,3,date,,,,NO,,,,,
financial,expense_claim_items,category_id,4,integer,,32,,NO,,,FK,expense_categories,category_id
financial,expense_claim_items,expense_description,5,text,,,,NO,,,,,
financial,expense_claim_items,claimed_amount,6,numeric,,15,2,NO,,,,,
financial,expense_claim_items,approved_amount,7,numeric,,15,2,YES,,,,,
financial,expense_claim_items,bill_number,8,text,,,,YES,,,,,
financial,expense_claim_items,bill_date,9,date,,,,YES,,,,,
financial,expense_claim_items,vendor_name,10,text,,,,YES,,,,,
financial,expense_claim_items,attachment_path,11,text,,,,YES,,,,,
financial,expense_claim_items,item_status,12,text,,,,YES,'pending'::text,,,,
financial,expense_claim_items,rejection_reason,13,text,,,,YES,,,,,
financial,expense_claim_items,notes,14,text,,,,YES,,,,,
financial,expense_claim_items,display_order,15,integer,,32,,YES,,,,,
financial,expense_claim_items,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,expense_claims,claim_id,1,integer,,32,,NO,nextval('financial.expense_claims_claim_id_seq'::regclass),,PK,,
financial,expense_claims,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,expense_claims,claim_number,3,text,,,,NO,,,,,
financial,expense_claims,claim_date,4,date,,,,NO,,,,,
financial,expense_claims,employee_id,5,integer,,32,,NO,,,FK,org_users,user_id
financial,expense_claims,department,6,text,,,,YES,,,,,
financial,expense_claims,expense_from_date,7,date,,,,YES,,,,,
financial,expense_claims,expense_to_date,8,date,,,,YES,,,,,
financial,expense_claims,total_amount,9,numeric,,15,2,NO,,,,,
financial,expense_claims,approved_amount,10,numeric,,15,2,YES,,,,,
financial,expense_claims,advance_amount,11,numeric,,15,2,YES,0,,,,
financial,expense_claims,payable_amount,12,numeric,,15,2,YES,,,,,
financial,expense_claims,claim_status,13,text,,,,YES,'draft'::text,,,,
financial,expense_claims,submitted_date,14,date,,,,YES,,,,,
financial,expense_claims,current_approver_id,15,integer,,32,,YES,,,FK,org_users,user_id
financial,expense_claims,approval_history,16,jsonb,,,,YES,'[]'::jsonb,,,,
financial,expense_claims,payment_status,17,text,,,,YES,'pending'::text,,,,
financial,expense_claims,payment_id,18,integer,,32,,YES,,,FK,payments,payment_id
financial,expense_claims,paid_date,19,date,,,,YES,,,,,
financial,expense_claims,purpose,20,text,,,,YES,,,,,
financial,expense_claims,notes,21,text,,,,YES,,,,,
financial,expense_claims,rejection_reason,22,text,,,,YES,,,,,
financial,expense_claims,created_at,23,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,expense_claims,updated_at,24,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,journal_entries,journal_id,1,integer,,32,,NO,nextval('financial.journal_entries_journal_id_seq'::regclass),,PK,,
financial,journal_entries,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,journal_entries,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
financial,journal_entries,journal_number,4,text,,,,NO,,,,,
financial,journal_entries,journal_date,5,date,,,,NO,,,,,
financial,journal_entries,journal_type,6,text,,,,NO,,,,,
financial,journal_entries,reference_type,7,text,,,,YES,,,,,
financial,journal_entries,reference_id,8,integer,,32,,YES,,,,,
financial,journal_entries,reference_number,9,text,,,,YES,,,,,
financial,journal_entries,entry_status,10,text,,,,YES,'draft'::text,,,,
financial,journal_entries,posted_by,11,integer,,32,,YES,,,FK,org_users,user_id
financial,journal_entries,posted_at,12,timestamp with time zone,,,,YES,,,,,
financial,journal_entries,is_reversal,13,boolean,,,,YES,false,,,,
financial,journal_entries,reversal_of_journal_id,14,integer,,32,,YES,,,FK,journal_entries,journal_id
financial,journal_entries,narration,15,text,,,,YES,,,,,
financial,journal_entries,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,journal_entries,created_by,17,integer,,32,,NO,,,FK,org_users,user_id
financial,journal_entry_lines,line_id,1,integer,,32,,NO,nextval('financial.journal_entry_lines_line_id_seq'::regclass),,PK,,
financial,journal_entry_lines,journal_id,2,integer,,32,,NO,,,FK,journal_entries,journal_id
financial,journal_entry_lines,account_code,3,text,,,,NO,,,,,
financial,journal_entry_lines,account_name,4,text,,,,NO,,,,,
financial,journal_entry_lines,debit_amount,5,numeric,,15,2,YES,0,,,,
financial,journal_entry_lines,credit_amount,6,numeric,,15,2,YES,0,,,,
financial,journal_entry_lines,party_type,7,text,,,,YES,,,,,
financial,journal_entry_lines,party_id,8,integer,,32,,YES,,,,,
financial,journal_entry_lines,cost_center_id,9,integer,,32,,YES,,,,,
financial,journal_entry_lines,line_narration,10,text,,,,YES,,,,,
financial,journal_entry_lines,display_order,11,integer,,32,,YES,,,,,
financial,payment_allocations,allocation_id,1,integer,,32,,NO,nextval('financial.payment_allocations_allocation_id_seq'::regclass),,PK,,
financial,payment_allocations,payment_id,2,integer,,32,,NO,,,FK,payments,payment_id
financial,payment_allocations,reference_type,3,text,,,,NO,,,,,
financial,payment_allocations,reference_id,4,integer,,32,,NO,,,,,
financial,payment_allocations,reference_number,5,text,,,,NO,,,,,
financial,payment_allocations,allocated_amount,6,numeric,,15,2,NO,,,,,
financial,payment_allocations,discount_amount,7,numeric,,15,2,YES,0,,,,
financial,payment_allocations,write_off_amount,8,numeric,,15,2,YES,0,,,,
financial,payment_allocations,allocation_status,9,text,,,,YES,'active'::text,,,,
financial,payment_allocations,reversed_by,10,integer,,32,,YES,,,FK,org_users,user_id
financial,payment_allocations,reversed_at,11,timestamp with time zone,,,,YES,,,,,
financial,payment_allocations,reversal_reason,12,text,,,,YES,,,,,
financial,payment_allocations,created_at,13,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,payment_allocations,created_by,14,integer,,32,,NO,,,FK,org_users,user_id
financial,payment_methods,payment_method_id,1,integer,,32,,NO,nextval('financial.payment_methods_payment_method_id_seq'::regclass),,PK,,
financial,payment_methods,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,payment_methods,method_code,3,text,,,,NO,,,,,
financial,payment_methods,method_name,4,text,,,,NO,,,,,
financial,payment_methods,method_type,5,text,,,,NO,,,,,
financial,payment_methods,requires_reference,6,boolean,,,,YES,false,,,,
financial,payment_methods,requires_approval,7,boolean,,,,YES,false,,,,
financial,payment_methods,default_bank_account_id,8,integer,,32,,YES,,,FK,org_bank_accounts,bank_account_id
financial,payment_methods,processing_days,9,integer,,32,,YES,0,,,,
financial,payment_methods,transaction_charge_percent,10,numeric,,5,2,YES,0,,,,
financial,payment_methods,transaction_charge_fixed,11,numeric,,15,2,YES,0,,,,
financial,payment_methods,is_active,12,boolean,,,,YES,true,,,,
financial,payment_methods,created_at,13,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,payments,payment_id,1,integer,,32,,NO,nextval('financial.payments_payment_id_seq'::regclass),,PK,,
financial,payments,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,payments,branch_id,3,integer,,32,,NO,,,FK,org_branches,branch_id
financial,payments,payment_number,4,text,,,,NO,,,,,
financial,payments,payment_date,5,date,,,,NO,CURRENT_DATE,,,,
financial,payments,payment_type,6,text,,,,NO,,,,,
financial,payments,party_type,7,text,,,,NO,,,,,
financial,payments,party_id,8,integer,,32,,YES,,,,,
financial,payments,party_name,9,text,,,,NO,,,,,
financial,payments,payment_amount,10,numeric,,15,2,NO,,,,,
financial,payments,payment_method_id,11,integer,,32,,NO,,,FK,payment_methods,payment_method_id
financial,payments,reference_number,12,text,,,,YES,,,,,
financial,payments,reference_date,13,date,,,,YES,,,,,
financial,payments,bank_account_id,14,integer,,32,,YES,,,FK,org_bank_accounts,bank_account_id
financial,payments,deposited_at_bank,15,text,,,,YES,,,,,
financial,payments,payment_status,16,text,,,,YES,'pending'::text,,,,
financial,payments,clearance_date,17,date,,,,YES,,,,,
financial,payments,requires_approval,18,boolean,,,,YES,false,,,,
financial,payments,approved_by,19,integer,,32,,YES,,,FK,org_users,user_id
financial,payments,approved_at,20,timestamp with time zone,,,,YES,,,,,
financial,payments,allocation_status,21,text,,,,YES,'unallocated'::text,,,,
financial,payments,allocated_amount,22,numeric,,15,2,YES,0,,,,
financial,payments,unallocated_amount,23,numeric,,15,2,YES,,,,,
financial,payments,narration,24,text,,,,YES,,,,,
financial,payments,internal_notes,25,text,,,,YES,,,,,
financial,payments,is_pdc,26,boolean,,,,YES,false,,,,
financial,payments,pdc_status,27,text,,,,YES,,,,,
financial,payments,is_cancelled,28,boolean,,,,YES,false,,,,
financial,payments,cancellation_reason,29,text,,,,YES,,,,,
financial,payments,cancelled_by,30,integer,,32,,YES,,,FK,org_users,user_id
financial,payments,cancelled_at,31,timestamp with time zone,,,,YES,,,,,
financial,payments,created_at,32,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,payments,updated_at,33,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,payments,created_by,34,integer,,32,,NO,,,FK,org_users,user_id
financial,payments,reconciliation_id,35,integer,,32,,YES,,,,,
financial,pdc_management,pdc_id,1,integer,,32,,NO,nextval('financial.pdc_management_pdc_id_seq'::regclass),,PK,,
financial,pdc_management,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,pdc_management,payment_id,3,integer,,32,,YES,,,FK,payments,payment_id
financial,pdc_management,cheque_number,4,text,,,,NO,,,,,
financial,pdc_management,cheque_date,5,date,,,,NO,,,,,
financial,pdc_management,bank_name,6,text,,,,NO,,,,,
financial,pdc_management,party_type,7,text,,,,NO,,,,,
financial,pdc_management,party_id,8,integer,,32,,NO,,,,,
financial,pdc_management,party_name,9,text,,,,NO,,,,,
financial,pdc_management,cheque_amount,10,numeric,,15,2,NO,,,,,
financial,pdc_management,pdc_type,11,text,,,,NO,,,,,
financial,pdc_management,pdc_status,12,text,,,,YES,'pending'::text,,,,
financial,pdc_management,deposit_date,13,date,,,,YES,,,,,
financial,pdc_management,clearance_date,14,date,,,,YES,,,,,
financial,pdc_management,bounce_count,15,integer,,32,,YES,0,,,,
financial,pdc_management,bounce_charges,16,numeric,,15,2,YES,0,,,,
financial,pdc_management,bounce_reason,17,text,,,,YES,,,,,
financial,pdc_management,cheque_location,18,text,,,,YES,'in_hand'::text,,,,
financial,pdc_management,notes,19,text,,,,YES,,,,,
financial,pdc_management,created_at,20,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,pdc_management,updated_at,21,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,pdc_management,created_by,22,integer,,32,,NO,,,FK,org_users,user_id
financial,supplier_outstanding,outstanding_id,1,integer,,32,,NO,nextval('financial.supplier_outstanding_outstanding_id_seq'::regclass),,PK,,
financial,supplier_outstanding,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
financial,supplier_outstanding,supplier_id,3,integer,,32,,NO,,,FK,suppliers,supplier_id
financial,supplier_outstanding,document_type,4,text,,,,NO,,,,,
financial,supplier_outstanding,document_id,5,integer,,32,,NO,,,,,
financial,supplier_outstanding,document_number,6,text,,,,NO,,,,,
financial,supplier_outstanding,document_date,7,date,,,,NO,,,,,
financial,supplier_outstanding,original_amount,8,numeric,,15,2,NO,,,,,
financial,supplier_outstanding,outstanding_amount,9,numeric,,15,2,NO,,,,,
financial,supplier_outstanding,paid_amount,10,numeric,,15,2,YES,0,,,,
financial,supplier_outstanding,due_date,11,date,,,,YES,,,,,
financial,supplier_outstanding,days_until_due,12,integer,,32,,YES,0,,,,
financial,supplier_outstanding,status,13,text,,,,YES,'open'::text,,,,
financial,supplier_outstanding,planned_payment_date,14,date,,,,YES,,,,,
financial,supplier_outstanding,payment_priority,15,text,,,,YES,'normal'::text,,,,
financial,supplier_outstanding,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,supplier_outstanding,updated_at,17,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
financial,unmatched_transactions,transaction_id,1,integer,,32,,NO,nextval('financial.unmatched_transactions_transaction_id_seq'::regclass),,PK,,
financial,unmatched_transactions,reconciliation_id,2,integer,,32,,YES,,,FK,bank_reconciliations,reconciliation_id
financial,unmatched_transactions,transaction_date,3,date,,,,NO,,,,,
financial,unmatched_transactions,description,4,text,,,,YES,,,,,
financial,unmatched_transactions,amount,5,numeric,,15,2,NO,,,,,
financial,unmatched_transactions,transaction_type,6,text,,,,YES,,,,,
financial,unmatched_transactions,created_at,7,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,advance_receipts,advance_id,1,integer,,32,,NO,nextval('gst.advance_receipts_advance_id_seq'::regclass),,PK,,
gst,advance_receipts,org_id,2,integer,,32,,NO,,,,,
gst,advance_receipts,branch_id,3,integer,,32,,YES,,,,,
gst,advance_receipts,customer_id,4,integer,,32,,YES,,,,,
gst,advance_receipts,receipt_date,5,date,,,,YES,,,,,
gst,advance_receipts,advance_amount,6,numeric,,15,2,YES,,,,,
gst,advance_receipts,place_of_supply,7,text,,,,YES,,,,,
gst,advance_receipts,gst_rate,8,numeric,,5,2,YES,,,,,
gst,advance_receipts,igst_amount,9,numeric,,15,2,YES,,,,,
gst,advance_receipts,cgst_amount,10,numeric,,15,2,YES,,,,,
gst,advance_receipts,sgst_amount,11,numeric,,15,2,YES,,,,,
gst,advance_receipts,cess_amount,12,numeric,,15,2,YES,,,,,
gst,advance_receipts,adjustment_status,13,text,,,,YES,'pending'::text,,,,
gst,advance_receipts,created_at,14,timestamp without time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,compliance_calendar,calendar_id,1,integer,,32,,NO,nextval('gst.compliance_calendar_calendar_id_seq'::regclass),,PK,,
gst,compliance_calendar,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
gst,compliance_calendar,compliance_type,3,text,,,,NO,,,,,
gst,compliance_calendar,period,4,text,,,,NO,,,,,
gst,compliance_calendar,due_date,5,date,,,,NO,,,,,
gst,compliance_calendar,extended_due_date,6,date,,,,YES,,,,,
gst,compliance_calendar,compliance_status,7,text,,,,YES,'pending'::text,,,,
gst,compliance_calendar,completed_date,8,date,,,,YES,,,,,
gst,compliance_calendar,reminder_days,9,ARRAY,,,,YES,"'{7,3,1}'::integer[]",,,,
gst,compliance_calendar,reminders_sent,10,integer,,32,,YES,0,,,,
gst,compliance_calendar,last_reminder_date,11,date,,,,YES,,,,,
gst,compliance_calendar,assigned_to,12,integer,,32,,YES,,,FK,org_users,user_id
gst,compliance_calendar,notes,13,text,,,,YES,,,,,
gst,compliance_calendar,created_at,14,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,compliance_calendar,updated_at,15,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,eway_bills,eway_bill_id,1,integer,,32,,NO,nextval('gst.eway_bills_eway_bill_id_seq'::regclass),,PK,,
gst,eway_bills,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
gst,eway_bills,eway_bill_number,3,text,,,,YES,,,,,
gst,eway_bills,eway_bill_date,4,date,,,,NO,,,,,
gst,eway_bills,document_type,5,text,,,,NO,,,,,
gst,eway_bills,document_id,6,integer,,32,,NO,,,,,
gst,eway_bills,document_number,7,text,,,,NO,,,,,
gst,eway_bills,supply_type,8,text,,,,NO,,,,,
gst,eway_bills,sub_supply_type,9,text,,,,NO,,,,,
gst,eway_bills,from_gstin,10,text,,,,NO,,,,,
gst,eway_bills,from_address,11,text,,,,NO,,,,,
gst,eway_bills,from_place,12,text,,,,NO,,,,,
gst,eway_bills,from_pincode,13,text,,,,NO,,,,,
gst,eway_bills,from_state_code,14,text,,,,NO,,,,,
gst,eway_bills,to_gstin,15,text,,,,YES,,,,,
gst,eway_bills,to_address,16,text,,,,NO,,,,,
gst,eway_bills,to_place,17,text,,,,NO,,,,,
gst,eway_bills,to_pincode,18,text,,,,NO,,,,,
gst,eway_bills,to_state_code,19,text,,,,NO,,,,,
gst,eway_bills,total_value,20,numeric,,15,2,NO,,,,,
gst,eway_bills,taxable_value,21,numeric,,15,2,NO,,,,,
gst,eway_bills,cgst_value,22,numeric,,15,2,YES,0,,,,
gst,eway_bills,sgst_value,23,numeric,,15,2,YES,0,,,,
gst,eway_bills,igst_value,24,numeric,,15,2,YES,0,,,,
gst,eway_bills,cess_value,25,numeric,,15,2,YES,0,,,,
gst,eway_bills,transport_mode,26,text,,,,NO,,,,,
gst,eway_bills,transport_distance,27,integer,,32,,YES,,,,,
gst,eway_bills,transporter_name,28,text,,,,YES,,,,,
gst,eway_bills,transporter_id,29,text,,,,YES,,,,,
gst,eway_bills,transport_doc_number,30,text,,,,YES,,,,,
gst,eway_bills,transport_doc_date,31,date,,,,YES,,,,,
gst,eway_bills,vehicle_number,32,text,,,,YES,,,,,
gst,eway_bills,vehicle_type,33,text,,,,YES,,,,,
gst,eway_bills,valid_from,34,timestamp with time zone,,,,NO,,,,,
gst,eway_bills,valid_until,35,timestamp with time zone,,,,NO,,,,,
gst,eway_bills,eway_bill_status,36,text,,,,YES,'active'::text,,,,
gst,eway_bills,cancellation_reason,37,text,,,,YES,,,,,
gst,eway_bills,cancelled_date,38,timestamp with time zone,,,,YES,,,,,
gst,eway_bills,extended,39,boolean,,,,YES,false,,,,
gst,eway_bills,extension_reason,40,text,,,,YES,,,,,
gst,eway_bills,extended_validity,41,timestamp with time zone,,,,YES,,,,,
gst,eway_bills,created_at,42,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,eway_bills,created_by,43,integer,,32,,NO,,,FK,org_users,user_id
gst,gst_audit_trail,audit_id,1,integer,,32,,NO,nextval('gst.gst_audit_trail_audit_id_seq'::regclass),,PK,,
gst,gst_audit_trail,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
gst,gst_audit_trail,activity_date,3,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,gst_audit_trail,activity_type,4,text,,,,NO,,,,,
gst,gst_audit_trail,return_type,5,text,,,,YES,,,,,
gst,gst_audit_trail,return_period,6,text,,,,YES,,,,,
gst,gst_audit_trail,reference_number,7,text,,,,YES,,,,,
gst,gst_audit_trail,activity_description,8,text,,,,NO,,,,,
gst,gst_audit_trail,old_values,9,jsonb,,,,YES,,,,,
gst,gst_audit_trail,new_values,10,jsonb,,,,YES,,,,,
gst,gst_audit_trail,performed_by,11,integer,,32,,NO,,,FK,org_users,user_id
gst,gst_audit_trail,ip_address,12,inet,,,,YES,,,,,
gst,gst_audit_trail,user_agent,13,text,,,,YES,,,,,
gst,gst_audit_trail,activity_status,14,text,,,,YES,'success'::text,,,,
gst,gst_audit_trail,error_message,15,text,,,,YES,,,,,
gst,gst_audit_trail,created_at,16,timestamp with time zone,,,,YES,CURRENT_TIMESTAMP,,,,
gst,gst_credit_ledger,ledger_id,1,integer,,32,,NO,nextval('gst.gst_credit_ledger_ledger_id_seq'::regclass),,PK,,
gst,gst_credit_ledger,org_id,2,uuid,,,,NO,,,FK,organizations,org_id
gst,gst_credit_ledger,transaction_date,3,date,,,,NO,,,,,
gst,gst_credit_ledger,transaction_type,4,text,,,,NO,,,,,
gst,gst_credit_ledger,reference_type,5,text,,,,YES,,,,,
gst,gst_credit_ledger,reference_id,6,integer,,32,,YES,,,,,
gst,gst_credit_ledger,reference_number,7,text,,,,YES,,,,,
gst,gst_credit_ledger,description,8,text,,,,NO,,,,,
gst,gst_credit_ledger,igst_amount,9,numeric,,15,2,YES,0,,,,
gst,gst_credit_ledger,cgst_amount,10,numeric,,15,2,YES,0,,,,
